id,nome,cpf,cnpj_completo,email
id_6360,Ana Souza,52998224725,84993584563456,user5020@gmail.com
id_1039,Carlos Oliveira,12345678909,14226870717149,user6102@gmail.com
id_2566,Ana Souza,07370382257,72282567499669,user8403@hotmail.com
id_6100,Ana Souza,50221290605,99516286428740,user9984@gmail.com
id_5685,Maria Santos,52998224725,84993584563456,user9199@hotmail.com
id_5585,Maria Santos,60608761290,98537346275224,user2519@yahoo.com.br
id_8910,Ana Souza,12345678909,99516286428740,user6814@gmail.com
id_2236,Ana Souza,98381654840,98537346275224,user9237@gmail.com
id_4844,Maria Santos,52998224725,72282567499669,user7949@yahoo.com.br
id_2860,Pedro Costa,12345678909,31711107694246,user4452@gmail.com
id_7158,Ana Souza,12345678909,90709818713649,user7835@hotmail.com
id_4724,Ana Souza,11122233344,90709818713649,user8615@hotmail.com
id_1222,Pedro Costa,12345678909,77890974970405,user6384@hotmail.com
id_9994,Pedro Costa,07370382257,99516286428740,user2080@gmail.com
id_6486,Pedro Costa,55566677788,22991230990755,user181@gmail.com
id_3728,João Silva,52998224725,10498791878733,user3988@yahoo.com.br
id_5488,Maria Santos,11122233344,03776586174592,user2357@hotmail.com
id_1930,João Silva,60608761290,77890974970405,user4369@gmail.com
id_3935,Pedro Costa,12345678909,59105026901616,user8432@hotmail.com
id_9676,Carlos Oliveira,55566677788,31711107694246,user5950@yahoo.com.br
id_3456,Carlos Oliveira,98381654840,10498791878733,user5654@gmail.com
id_4774,Carlos Oliveira,04335195095,99516286428740,user4758@yahoo.com.br
id_9609,Pedro Costa,50221290605,15814399731590,user7123@gmail.com
id_8844,Carlos Oliveira,11122233344,10498791878733,user5893@gmail.com
id_3570,João Silva,04335195095,99516286428740,user227@hotmail.com
id_7857,Ana Souza,60608761290,99516286428740,user443@gmail.com
id_1266,Maria Santos,52998224725,03776586174592,user549@hotmail.com
id_8420,João Silva,55566677788,99516286428740,user2170@gmail.com
id_4592,Ana Souza,62597761525,03776586174592,user5393@gmail.com
id_7052,Ana Souza,60608761290,98537346275224,user6886@yahoo.com.br
id_5664,Pedro Costa,52998224725,59105026901616,user480@gmail.com
id_3799,João Silva,12345678909,17322309236307,user8099@gmail.com
id_4095,Ana Souza,04335195095,31711107694246,user1387@hotmail.com
id_1548,Pedro Costa,50221290605,90709818713649,user7074@yahoo.com.br
id_8543,Carlos Oliveira,12345678909,14226870717149,user500@yahoo.com.br
id_8292,João Silva,62597761525,84993584563456,user9463@hotmail.com
id_7457,Maria Santos,50221290605,14226870717149,user9478@gmail.com
id_4157,João Silva,12345678909,17172257001286,user7651@gmail.com
id_8425,Carlos Oliveira,07370382257,15814399731590,user7934@hotmail.com
id_3748,Ana Souza,98381654840,14226870717149,user2959@gmail.com
id_3967,Carlos Oliveira,12345678909,17322309236307,user566@hotmail.com
id_3584,Maria Santos,07370382257,72282567499669,user9649@hotmail.com
id_1332,Maria Santos,11122233344,22991230990755,user7336@hotmail.com
id_6751,Carlos Oliveira,62597761525,14226870717149,user387@hotmail.com
id_1443,Ana Souza,60608761290,77890974970405,user6573@gmail.com
id_9994,Ana Souza,98381654840,15814399731590,user5228@hotmail.com
id_3757,Maria Santos,52998224725,14226870717149,user959@gmail.com
id_2664,João Silva,11122233344,98537346275224,user4404@gmail.com
id_1494,Pedro Costa,50221290605,22991230990755,user7391@gmail.com
id_4466,Carlos Oliveira,62597761525,98537346275224,user2905@gmail.com
id_4902,Carlos Oliveira,52998224725,99516286428740,user4489@hotmail.com
id_5722,Ana Souza,07370382257,59105026901616,user2317@hotmail.com
id_7831,Carlos Oliveira,55566677788,31711107694246,user3393@hotmail.com
id_1689,Ana Souza,98381654840,14226870717149,user1969@yahoo.com.br
id_8061,Pedro Costa,52998224725,14226870717149,user3837@hotmail.com
id_2342,Pedro Costa,04335195095,90709818713649,user3183@yahoo.com.br
id_2928,João Silva,62597761525,99516286428740,user8121@gmail.com
id_8719,Ana Souza,12345678909,84993584563456,user161@hotmail.com
id_1824,João Silva,11122233344,15814399731590,user1702@gmail.com
id_9175,Pedro Costa,04335195095,22991230990755,user7001@hotmail.com
id_5541,Pedro Costa,52998224725,10498791878733,user9359@hotmail.com
id_1907,Carlos Oliveira,98381654840,22991230990755,user9236@yahoo.com.br
