id_registro,nome,num_documento,doc_identificador,cpf_titular,telefone,email
id_registro_6327,Pedro Costa,04335195095,04335195095,04335195095,11994734395,user8272@yahoo.com.br
id_registro_4492,Carlos Oliveira,60608761290,60608761290,60608761290,11983282507,user9506@yahoo.com.br
id_registro_5328,Ana Souza,50221290605,50221290605,50221290605,11937655044,user9254@hotmail.com
id_registro_1185,Carlos Oliveira,50221290605,50221290605,50221290605,11993576254,user6690@gmail.com
id_registro_2067,João Silva,52998224725,52998224725,52998224725,11996935079,user1585@hotmail.com
id_registro_2243,Carlos Oliveira,62597761525,62597761525,62597761525,11973286285,user3724@gmail.com
id_registro_2784,Pedro Costa,60608761290,60608761290,60608761290,11925147716,user8620@yahoo.com.br
id_registro_1000,Maria Santos,12345678909,12345678909,12345678909,11947734433,user598@hotmail.com
id_registro_7873,Ana Souza,50221290605,50221290605,50221290605,11995213360,user6001@hotmail.com
id_registro_3573,Ana Souza,52998224725,52998224725,52998224725,11925147716,user9648@hotmail.com
id_registro_9148,Ana Souza,52998224725,52998224725,52998224725,11922774766,user3062@gmail.com
id_registro_4436,Ana Souza,11122233344,11122233344,11122233344,11994734395,user1814@yahoo.com.br
id_registro_1242,Carlos Oliveira,62597761525,62597761525,62597761525,11962439560,user5346@gmail.com
id_registro_3593,João Silva,12345678909,12345678909,12345678909,11950915810,user2895@hotmail.com
id_registro_1417,Carlos Oliveira,11122233344,11122233344,11122233344,11958036287,user5167@gmail.com
id_registro_3175,Pedro Costa,63082785727,63082785727,63082785727,11939291931,user4344@gmail.com
id_registro_6297,Carlos Oliveira,50221290605,50221290605,50221290605,11913808365,user642@yahoo.com.br
id_registro_4707,Carlos Oliveira,62597761525,62597761525,62597761525,11995213360,user7013@hotmail.com
id_registro_8325,Carlos Oliveira,11122233344,11122233344,11122233344,11925828339,user5122@gmail.com
id_registro_1876,Maria Santos,98381654840,98381654840,98381654840,11971744896,user8445@gmail.com
id_registro_8202,Carlos Oliveira,04335195095,04335195095,04335195095,11919524145,user2128@gmail.com
id_registro_9222,Carlos Oliveira,98381654840,98381654840,98381654840,11979993427,user8120@hotmail.com
id_registro_8744,Ana Souza,98381654840,98381654840,98381654840,11984025716,user2013@gmail.com
id_registro_9748,Pedro Costa,52998224725,52998224725,52998224725,11929139884,user4407@yahoo.com.br
id_registro_4363,João Silva,11122233344,11122233344,11122233344,11914826937,user6443@gmail.com
id_registro_3968,João Silva,55566677788,55566677788,55566677788,11923134710,user2766@hotmail.com
id_registro_4322,Carlos Oliveira,62597761525,62597761525,62597761525,11932859725,user5458@hotmail.com
id_registro_3048,Carlos Oliveira,98381654840,98381654840,98381654840,11972835749,user6720@gmail.com
id_registro_9470,Carlos Oliveira,50221290605,50221290605,50221290605,11959824023,user266@gmail.com
id_registro_2587,Maria Santos,63082785727,63082785727,63082785727,11990124300,user6885@yahoo.com.br
id_registro_9696,Pedro Costa,98381654840,98381654840,98381654840,11979033169,user1626@gmail.com
id_registro_1256,Ana Souza,50221290605,50221290605,50221290605,11915054409,user9518@hotmail.com
id_registro_6721,Pedro Costa,04335195095,04335195095,04335195095,11956591034,user4418@gmail.com
id_registro_2038,Maria Santos,50221290605,50221290605,50221290605,11979877774,user6620@gmail.com
id_registro_5007,Ana Souza,52998224725,52998224725,52998224725,11971744896,user8326@hotmail.com
id_registro_6890,Carlos Oliveira,63082785727,63082785727,63082785727,11925828339,user1270@hotmail.com
id_registro_9814,Ana Souza,60608761290,60608761290,60608761290,11950907336,user9580@gmail.com
id_registro_5794,João Silva,62597761525,62597761525,62597761525,11926066723,user3351@hotmail.com
id_registro_5058,Carlos Oliveira,62597761525,62597761525,62597761525,11950907336,user7535@hotmail.com
id_registro_9915,Ana Souza,98381654840,98381654840,98381654840,11927471446,user130@yahoo.com.br
id_registro_1048,Maria Santos,50221290605,50221290605,50221290605,11979993427,user7522@hotmail.com
id_registro_6805,Ana Souza,63082785727,63082785727,63082785727,11932859725,user4916@gmail.com
id_registro_5518,Maria Santos,60608761290,60608761290,60608761290,11992904140,user1419@hotmail.com
id_registro_4549,Ana Souza,12345678909,12345678909,12345678909,11960043630,user823@hotmail.com
id_registro_5139,Maria Santos,07370382257,07370382257,07370382257,11990124300,user8561@yahoo.com.br
id_registro_8011,Carlos Oliveira,07370382257,07370382257,07370382257,11914826937,user1003@gmail.com
id_registro_5099,João Silva,12345678909,12345678909,12345678909,11912571291,user4748@hotmail.com
id_registro_5570,Pedro Costa,63082785727,63082785727,63082785727,11980744411,user7565@yahoo.com.br
id_registro_9076,Pedro Costa,50221290605,50221290605,50221290605,11987217876,user4471@gmail.com
id_registro_1607,Pedro Costa,52998224725,52998224725,52998224725,11963852138,user5210@gmail.com
id_registro_2848,Maria Santos,63082785727,63082785727,63082785727,11938845181,user4691@hotmail.com
id_registro_7858,João Silva,52998224725,52998224725,52998224725,11963887092,user1042@gmail.com
id_registro_2853,Maria Santos,55566677788,55566677788,55566677788,11923134710,user7557@yahoo.com.br
id_registro_9241,Pedro Costa,04335195095,04335195095,04335195095,11930505752,user8677@gmail.com
id_registro_9672,João Silva,63082785727,63082785727,63082785727,11931772554,user4791@hotmail.com
id_registro_8789,João Silva,55566677788,55566677788,55566677788,11927471446,user4363@gmail.com
id_registro_4627,Carlos Oliveira,52998224725,52998224725,52998224725,11938845181,user6347@hotmail.com
id_registro_2991,Pedro Costa,50221290605,50221290605,50221290605,11962439560,user458@gmail.com
id_registro_4426,Maria Santos,04335195095,04335195095,04335195095,11914826937,user153@yahoo.com.br
id_registro_7306,Maria Santos,50221290605,50221290605,50221290605,11987217876,user688@yahoo.com.br
id_registro_4950,Carlos Oliveira,11122233344,11122233344,11122233344,11950907336,user9527@yahoo.com.br
id_registro_5289,Ana Souza,04335195095,04335195095,04335195095,11923411922,user1131@yahoo.com.br
id_registro_8259,Maria Santos,63082785727,63082785727,63082785727,11955555765,user5851@yahoo.com.br
id_registro_7660,Maria Santos,12345678909,12345678909,12345678909,11938845181,user7165@gmail.com
id_registro_6961,Maria Santos,50221290605,50221290605,50221290605,11992904140,user7363@hotmail.com
id_registro_6303,João Silva,62597761525,62597761525,62597761525,11993214269,user1688@yahoo.com.br
id_registro_9101,Maria Santos,11122233344,11122233344,11122233344,11984025716,user2654@yahoo.com.br
id_registro_4950,Carlos Oliveira,52998224725,52998224725,52998224725,11928339930,user1984@gmail.com
id_registro_3380,Maria Santos,62597761525,62597761525,62597761525,11942724368,user6517@yahoo.com.br
id_registro_5158,Maria Santos,60608761290,60608761290,60608761290,11960043630,user6663@gmail.com
id_registro_4898,Ana Souza,07370382257,07370382257,07370382257,11971744896,user8304@yahoo.com.br
id_registro_5614,Pedro Costa,52998224725,52998224725,52998224725,11980744411,user7635@gmail.com
id_registro_9590,Pedro Costa,52998224725,52998224725,52998224725,11979993427,user2544@gmail.com
id_registro_6531,Carlos Oliveira,63082785727,63082785727,63082785727,11973348104,user1750@yahoo.com.br
id_registro_7594,João Silva,98381654840,98381654840,98381654840,11993576254,user1724@gmail.com
id_registro_4965,Pedro Costa,12345678909,12345678909,12345678909,11931772554,user4424@hotmail.com
id_registro_6326,João Silva,63082785727,63082785727,63082785727,11962439560,user4919@gmail.com
id_registro_8103,João Silva,52998224725,52998224725,52998224725,11940084941,user2085@yahoo.com.br
id_registro_8797,Carlos Oliveira,62597761525,62597761525,62597761525,11957846906,user1404@hotmail.com
id_registro_1979,Pedro Costa,04335195095,04335195095,04335195095,11987217876,user3515@gmail.com
id_registro_2890,Pedro Costa,62597761525,62597761525,62597761525,11966799443,user3815@yahoo.com.br
id_registro_2189,Maria Santos,98381654840,98381654840,98381654840,11994734395,user3578@yahoo.com.br
id_registro_4473,João Silva,12345678909,12345678909,12345678909,11939291931,user9621@hotmail.com
id_registro_8538,Maria Santos,11122233344,11122233344,11122233344,11963852138,user3429@yahoo.com.br
id_registro_3056,Carlos Oliveira,63082785727,63082785727,63082785727,11959824023,user633@gmail.com
id_registro_3298,Pedro Costa,60608761290,60608761290,60608761290,11994734395,user151@yahoo.com.br
id_registro_4041,Maria Santos,55566677788,55566677788,55566677788,11996613472,user5316@hotmail.com
id_registro_7866,João Silva,62597761525,62597761525,62597761525,11928469775,user4047@yahoo.com.br
id_registro_2082,Ana Souza,11122233344,11122233344,11122233344,11916303364,user6211@yahoo.com.br
id_registro_9482,Carlos Oliveira,62597761525,62597761525,62597761525,11957846906,user8813@gmail.com
id_registro_6782,Ana Souza,55566677788,55566677788,55566677788,11979993427,user8773@hotmail.com
id_registro_2763,Pedro Costa,04335195095,04335195095,04335195095,11979993427,user1535@gmail.com
id_registro_4749,Maria Santos,63082785727,63082785727,63082785727,11931772554,user9759@hotmail.com
id_registro_7774,Pedro Costa,63082785727,63082785727,63082785727,11926066723,user6394@yahoo.com.br
id_registro_8986,Carlos Oliveira,55566677788,55566677788,55566677788,11954686786,user1308@gmail.com
id_registro_2175,Ana Souza,07370382257,07370382257,07370382257,11928469775,user3391@gmail.com
